file_name,image_url,image_title,tag,prompt
Blobs_0000022.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F771920494403780608.png%3Fv%3D1&w=128&q=75,7_BlobGhostHappy,Blobs,"7_BlobGhostHappy emoji with a round head, small black eyes, smiling mouth, happy expression, white skin color, no action, with a white background."
Blobs_0000023.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F713978211264102440.png%3Fv%3D1&w=128&q=75,blobanimatedhypersweat,Blobs,"blobanimatedhypersweat emoji with a round head, large round eyes, small open mouth, hyper-sweating expression, yellow skin color, sweating action, with a white background."
Blobs_0000024.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F866016179646889984.png%3Fv%3D1&w=128&q=75,blob_thanks,Blobs,"blob_thanks emoji with a round head, black dot eyes, wide open mouth, happy expression, yellow skin color, holding a sign with ""THX!"" written on it, with a white background."
Blobs_0000025.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F773711851787780118.png%3Fv%3D1&w=128&q=75,Blob_Ban_sign,Blobs,"Blob_Ban_sign emoji with a round head, black dot eyes, wide open mouth, angry expression, yellow skin color, holding a sign, with a white background."
Blobs_0000026.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F567290583035674624.png%3Fv%3D1&w=128&q=75,ggblobknifelurk,Blobs,"GGBlobknifeLurk emoji with a round head, small eyes, sharp teeth mouth, scared expression, brown skin color, no action, with a black background."
Blobs_0000027.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F834496460354748477.png%3Fv%3D1&w=128&q=75,blobsignwhat,Blobs,"blobsignwhat emoji with a round head, black dot eyes, open mouth, confused expression, yellow skin color, no action, with a white background."
Blobs_0000028.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F834496460229181521.png%3Fv%3D1&w=128&q=75,blobsignnice,Blobs,"blobsignnice emoji with a round head, black dot eyes, wide open mouth, excited expression, yellow skin color, no action, with a yellow background."
Blobs_0000029.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F1010629374225154170.png%3Fv%3D1&w=128&q=75,a_blob_cute_hello_hi_heart,Blobs,"'a_blob_cute_hello_hi_heart' emoji with a rounded head, small eyes, smiling mouth, happy expression, light skin color, no action, with a white background."
Blobs_0000030.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F707398326206726225.png%3Fv%3D1&w=128&q=75,rainbow_cat_blob,Blobs,"Rainbow Cat Blob emoji with a blob-like head shape, closed eyes, small mouth, sleepy expression, multicolored skin color, no action, with a white background."
Blobs_0000031.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F690919681170735114.png%3Fv%3D1&w=128&q=75,blobdevil,Blobs,"Blob devil emoji with a round head, glowing red eyes, wide open mouth, angry expression, black skin color, no action, with a black background."
Blobs_0000032.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F582403568771006464.png%3Fv%3D1&w=128&q=75,heartbrokenblobsad,Blobs,"Heartbroken blobs sad emoji with a rounded head, black dot eyes, small mouth, sad expression, yellow skin color, no action, with a white background."
Blobs_0000033.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F834496460472713246.png%3Fv%3D1&w=128&q=75,blobsignno,Blobs,"blobsignno emoji with a round head, black dot eyes, open mouth, frowning expression, yellow skin color, holding a sign, with a white background."
Blobs_0000034.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F870699228433899522.png%3Fv%3D1&w=128&q=75,blobcat_knife,Blobs,"blobcat_knife emoji with a round head, black eyes, sharp teeth mouth, angry expression, yellow skin color, holding a knife, with a white background."
Blobs_0000035.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F772346030728806410.png%3Fv%3D1&w=128&q=75,party_blob,Blobs,"Party Blob emoji with a rounded head, small black eyes, winking mouth, playful expression, yellow skin color, no action, with a white background."
Blobs_0000036.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F853606965967585290.png%3Fv%3D1&w=128&q=75,blobpensivepat,Blobs,"blobpensivepat emoji with a rounded head, half-closed eyes, frowning mouth, sad expression, light brown skin color, no action, with a white background."
Blobs_0000037.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F496030847338545152.png%3Fv%3D1&w=128&q=75,blobcatspit,Blobs,"Blobcat spit emoji with a round head, small eyes, open mouth, surprised expression, orange skin color, no action, with a white background."
Blobs_0000038.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F788732722260344853.png%3Fv%3D1&w=128&q=75,tsp_blob_poof,Blobs,"'tsp_blob_poof' emoji with a round head, small black dot eyes, winking mouth, surprised expression, yellow skin color, no action, with a white background."
Blobs_0000039.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F703377366466166797.png%3Fv%3D1&w=128&q=75,aBlobCatFastRoll,Blobs,"'aBlobCatFastRoll' emoji with a round head, small black eyes, open mouth, surprised expression, yellow skin color, fast rolling action, with a white background."
Blobs_0000040.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F1010242736215044207.png%3Fv%3D1&w=128&q=75,blob_help,Blobs,"blob_help emoji with a round head, black dot eyes, wide open mouth, surprised expression, yellow skin color, holding a sign, with a white background."
Blobs_0000041.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F932698246021787739.png%3Fv%3D1&w=128&q=75,blob_why,Blobs,"Blob_Why emoji with a round head, wide eyes, open mouth, shocked expression, yellow skin color, no action, with a white background."
Blobs_0000042.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F816574707909787730.png%3Fv%3D1&w=128&q=75,blobbeardance,Blobs,"blobbeardance emoji with a round head, small black eyes, smiling mouth, happy expression, brown skin color, no action, with a white background."
Blobs_0000043.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F950992001338310656.png%3Fv%3D1&w=128&q=75,spinning_cat_blob,Blobs,"'Spinning Cat Blob emoji with a round head, small black eyes, tiny mouth, sleepy expression, pink skin color, spinning action, with a white background.'"
Blobs_0000044.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F872545133697040434.png%3Fv%3D1&w=128&q=75,cat_blob,Blobs,"Cat Blob emoji with a rounded head, small black eyes, open mouth showing teeth, surprised expression, light brown skin color, no action, with a white background."
Blobs_0000045.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F802038680755765248.png%3Fv%3D1&w=128&q=75,greenblobstop,Blobs,"greenblobstop emoji with a round head, small eyes, open mouth, sad expression, green skin color, holding a sign that says ""STOP"", with a white background."
Blobs_0000046.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F648678153488957450.png%3Fv%3D1&w=128&q=75,blobnope,Blobs,"blobnope emoji with a round head, small black dot eyes, frowning mouth, sad expression, yellow skin color, holding a red cross sign, with a white background."
Blobs_0000047.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F819546771491520532.png%3Fv%3D1&w=128&q=75,blobnervouspleading,Blobs,"blobnervouspleading emoji with a round head, large round eyes, open mouth showing teeth, worried expression, yellow skin color, hands raised in front of face, with a white background."
Blobs_0000048.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F855849622218735617.png%3Fv%3D1&w=128&q=75,celebratoryblob,Blobs,"Celebratory blob emoji with a rounded head, closed eyes, small mouth, happy expression, yellow skin color, no action, with a white background."
Blobs_0000049.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F788381502198382612.png%3Fv%3D1&w=128&q=75,BlobCatVibrate,Blobs,"BlobCatVibrate emoji with a round head, black dot eyes, small mouth, neutral expression, yellow skin color, no action, with a white background."
Blobs_0000050.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F844080700092186624.png%3Fv%3D1&w=128&q=75,boba_galaxyblob,Blobs,"Boba GalaxyBlob emoji with a round head, large black eyes, small pink mouth, curious expression, blue skin color, no action, with a dark purple background."
Blobs_0000051.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F895678530216669224.png%3Fv%3D1&w=128&q=75,blob_cozy_coffee,Blobs,"Blob cozy coffee emoji with a round head, small black eyes, smiling mouth, happy expression, pink skin color, holding a cup of coffee, with a white background."
Blobs_0000052.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F982764945991163924.png%3Fv%3D1&w=128&q=75,blob_no,Blobs,"blob_no emoji with a round head, black dot eyes, straight line mouth, sad expression, yellow skin color, holding a sign that says ""NO"", with a white background."
Blobs_0000053.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F431157284840800257.png%3Fv%3D1&w=128&q=75,blobglare,Blobs,"blobglare emoji with a round head, wide eyes, frowning mouth, angry expression, yellow skin color, no action, with a white background."
Blobs_0000054.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F853228751914401814.png%3Fv%3D1&w=128&q=75,g_blobcat_cookie,Blobs,"g_blobcat_cookie emoji with a round head, small black eyes, smiling mouth, happy expression, yellow skin color, holding a cookie, with a yellow background."
Blobs_0000055.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F854175159773822986.png%3Fv%3D1&w=128&q=75,fb_blobsimp,Blobs,"fb_blobsimp emoji with a round head, black dot eyes, simple mouth, neutral expression, yellow skin color, holding a piece of paper, with a yellow background."
Blobs_0000056.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F744364066708914226.png%3Fv%3D1&w=128&q=75,blobsignpls,Blobs,"blobsignpls emoji with a round head, large eyes, wide open mouth, surprised expression, light blue skin color, no action, with a white background."
Blobs_0000057.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F886768464319098910.png%3Fv%3D1&w=128&q=75,WholesomeBlob,Blobs,"WholesomeBlob emoji with a round head, black dot eyes, small mouth, neutral expression, yellow skin color, no action, with a yellow background."
Blobs_0000058.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F893177078999027722.png%3Fv%3D1&w=128&q=75,blob_fail,Blobs,"blob fail emoji with a blob head, black dot eyes, open mouth, sad expression, yellow skin color, holding a sign, with a white background."
Blobs_0000059.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F586181594742521866.png%3Fv%3D1&w=128&q=75,blobmonocle,Blobs,"Blobmonocle emoji with a round head, large round eyes, mustache mouth, neutral expression, yellow skin color, no action, with a white background."
Blobs_0000060.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F807984564647231488.png%3Fv%3D1&w=128&q=75,7001_Cool_Animated_Blob,Blobs,"Cool Animated Blob emoji with a round head, black sunglasses eyes, smiling mouth, happy expression, yellow skin color, no action, with a white background."
Blobs_0000061.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F685714693553127494.png%3Fv%3D1&w=128&q=75,D2S_BlobFlowerCrown,Blobs,"D2S_BlobFlowerCrown emoji with a rounded head, closed black eyes, small orange mouth, content expression, yellow skin color, no action, with a white background."
Blobs_0000062.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F851783724025511957.png%3Fv%3D1&w=128&q=75,Blob_Cat_popcorn,Blobs,"Blob_Cat_popcorn emoji with a rounded head, black dot eyes, smiling mouth, happy expression, yellow skin color, holding popcorn with chopsticks, with a white background."
Blobs_0000063.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F719719377796071446.png%3Fv%3D1&w=128&q=75,blob_cat_comfy,Blobs,"Blob Cat Comfy emoji with a round head, small black eyes, wide open mouth, surprised expression, light blue skin color, no action, with a light blue background."
Blobs_0000064.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F827652694008528906.png%3Fv%3D1&w=128&q=75,blob_gift,Blobs,"blob_gift emoji with a round head, small eyes, closed mouth, neutral expression, yellow skin color, holding a gift box, with a white background."
Blobs_0000065.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F578814484072628234.png%3Fv%3D1&w=128&q=75,blobcatdab,Blobs,"blobcatdab emoji with a round head, closed eyes, open mouth, surprised expression, yellow skin color, no action, with a yellow background."
Blobs_0000066.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F652933034030399500.png%3Fv%3D1&w=128&q=75,blobfight,Blobs,"Blobfight emoji with a round head, small black eyes, smiling mouth, happy expression, yellow skin color, no action, with a white background."
Blobs_0000067.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F910089350673473536.png%3Fv%3D1&w=128&q=75,blob_why,Blobs,"blob_why emoji with a round head, wide eyes, open mouth, confused expression, white skin color, no action, with a white background."
Blobs_0000068.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F747206871701782689.png%3Fv%3D1&w=128&q=75,aBlobCatHeartPat,Blobs,"'aBlobCatHeartPat' emoji with a rounded head, small black eyes, smiling mouth, content expression, yellow skin color, no action, with a white background."
Blobs_0000069.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F771920494176763905.png%3Fv%3D1&w=128&q=75,7_BlobGhostSad,Blobs,"7_BlobGhostSad emoji with a blob-shaped head, small black eyes, slightly open mouth, sad expression, white skin color, no action, with a white background."
Blobs_0000070.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F980441997095608421.png%3Fv%3D1&w=128&q=75,Cute_Blob,Blobs,"Cute Blob emoji with a rounded head, large black eyes, small red mouth, happy expression, yellow skin color, no action, with a yellow background."
Blobs_0000071.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F808661623547625502.png%3Fv%3D1&w=128&q=75,Bloblurk,Blobs,"Bloblurk emoji with a round head, small black dots for eyes, no mouth, neutral expression, yellow skin color, no action, with a white background."
Blobs_0000072.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F1003372639953367080.png%3Fv%3D1&w=128&q=75,blob_sweating,Blobs,"Blob sweating emoji with a round head, large bulging eyes, small open mouth, worried expression, yellow skin color, no action, with a white background."
Blobs_0000073.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F784204278273277972.png%3Fv%3D1&w=128&q=75,suspicious_blob,Blobs,"Suspicious Blob emoji with a round head, small slanted eyes, straight line mouth, suspicious expression, yellow skin color, no action, with a white background."
Blobs_0000074.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F707398122757947402.png%3Fv%3D1&w=128&q=75,cat_blob_wiggle,Blobs,"Cat Blob Wiggling emoji with a rounded head, small black dot eyes, winking mouth, playful expression, light blue skin color, wiggling body, with a white background."
Blobs_0000075.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F806105242453409793.png%3Fv%3D1&w=128&q=75,BlobThinkSmartBigBrainRollSafe,Blobs,"BlobThinkSmartBigBrainRollSafe emoji with a round head, large black eyes, small curved mouth, thoughtful expression, yellow skin color, no action, with a yellow background."
Blobs_0000076.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F834496460309135420.png%3Fv%3D1&w=128&q=75,blobsignlmao,Blobs,"blobsignlmao emoji with a round head, black dot eyes, wide open mouth, laughing expression, yellow skin color, holding a sign, with a white background."
Blobs_0000077.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F716921859924426762.png%3Fv%3D1&w=128&q=75,blobpride,Blobs,"blobpride emoji with a round head, black eyes, wide open mouth, surprised expression, pink skin color, no action, with a white background."
Blobs_0000078.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F727671030897704992.png%3Fv%3D1&w=128&q=75,BlobHide,Blobs,"BlobHide emoji with a round head, small black eyes, winking mouth, surprised expression, yellow skin color, no action, with a white background."
Blobs_0000080.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F834769392008953887.png%3Fv%3D1&w=128&q=75,blobbongocattwittergif,Blobs,"blobbongocattwittergif emoji with a rounded head, small black eyes, closed mouth, sleepy expression, yellow skin color, no action, with a white background."
Blobs_0000081.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F719636610978807862.png%3Fv%3D1&w=128&q=75,blob_cat_police,Blobs,"blob cat police emoji with a round head, small black eyes, frowning mouth, angry expression, yellow skin color, holding a gun, with a yellow background."
Blobs_0000082.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F862606249732079616.png%3Fv%3D1&w=128&q=75,BlobWave,Blobs,"BlobWave emoji with a rounded head, black dot eyes, orange mouth, happy expression, yellow skin color, no action, with a white background."
Blobs_0000084.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F876227534767927326.png%3Fv%3D1&w=128&q=75,dancingchainofblobs,Blobs,"'dancingchainofblobs' emoji with a rounded head, small black eyes, smiling mouth, happy expression, pink skin color, dancing action, with a white background."
Blobs_0000085.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F517362842286948372.png%3Fv%3D1&w=128&q=75,aBlobAvicii,Blobs,"'aBlobAvicii' emoji with a round head, large circular eyes, wide open mouth, excited expression, yellow skin color, dancing action, with a black background."
Blobs_0000086.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F827075931649998899.png%3Fv%3D1&w=128&q=75,blob_loved,Blobs,"Blob_loved emoji with a round head, large black eyes with white highlights, small curved mouth, happy expression, yellow skin color, no action, with a white background."
Blobs_0000087.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F629698511088123907.png%3Fv%3D1&w=128&q=75,5095_HyperBlob_On_Drug,Blobs,"5095_HyperBlob_On_Drug emoji with a round head, small black eyes, slightly open mouth, confused expression, light green skin color, no action, with a white background."
Blobs_0000088.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F696743917927923782.png%3Fv%3D1&w=128&q=75,blobshocked,Blobs,"Blobshocked emoji with a round head, black dot eyes, red oval mouth, shocked expression, yellow skin color, no action, with a yellow background."
Blobs_0000089.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F834496460313067540.png%3Fv%3D1&w=128&q=75,blobsignyes,Blobs,"blobsignyes emoji with a round head, black dot eyes, straight line mouth, happy expression, yellow skin color, holding a sign that says ""YES"", with a white background."
Blobs_0000090.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F609111169805844510.png%3Fv%3D1&w=128&q=75,blobcatblush,Blobs,"blobcatblush emoji with a round head, large black eyes, small pink mouth, surprised expression, pink skin color, no action, with a white background."
Blobs_0000091.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F902898279648473121.png%3Fv%3D1&w=128&q=75,blobok,Blobs,"'Blobok' emoji with a rounded head, small black eyes, slightly open mouth, neutral expression, light skin color, no action, with a white background."
Blobs_0000092.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F851783724655968276.png%3Fv%3D1&w=128&q=75,Blob_Cat_worried,Blobs,"Blob Cat worried emoji with a rounded head, small black eyes, slightly open mouth, worried expression, yellow skin color, no action, with a yellow background."
Blobs_0000093.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F796526450148376576.png%3Fv%3D1&w=128&q=75,blobtea,Blobs,"blobtea emoji with a round head, black dot eyes, smiling mouth, happy expression, yellow skin color, holding a cup of coffee, with a white background."
Blobs_0000094.jpg,https://discords.com/_next/image?url=https%3A%2F%2Fcdn.discordapp.com%2Femojis%2F776450780131360838.png%3Fv%3D1&w=128&q=75,EmoBlobAnimated,Blobs,"EmoBlobAnimated emoji with a blob-like head shape, small black eyes, frowning mouth, sad expression, yellow skin color, no action, with a white background."
